"vehicle_id","type","model","year","vin","availability","customer_id"
607873,"new","RAV4 Hybrid",2007,"22f1d926-e32a-4f84-9049-1b7fa8927276",False,2922
653675,"new","Equinox",2006,"f7c002cc-ac8d-41ed-9641-1d4b48a3ecf7",False,2029
952300,"new","Equinox",2011,"3d6fe4ec-efdc-4845-a667-33813392ec71",True,
56563,"used","Equinox",2013,"2f97b557-d91c-44ed-a164-fb0b5c98ceb6",False,2563
484305,"new","Maxima",2019,"b94d2fd2-e9c2-444a-b62c-5d5c05b3e794",True,
747371,"new","Silverado",2016,"862622b2-b790-4f44-a8e4-4abcd02c4a54",False,1592
512615,"new","Edge",2001,"83a3bc82-6ca2-44ec-8d10-5faf8c99d0d9",True,
685036,"new","Equinox",2023,"9dfe9f2c-e81f-44ae-93bb-bc6e576df466",True,
103954,"new","Tundra",2013,"4c3dc3da-8bc0-44c4-8e20-ac4609e02d3b",True,
308047,"new","F-150",2020,"72708452-8f6e-40c0-804f-3556dc602cc5",True,
651182,"new","Sienna",2021,"376743b0-92ab-4266-8f5e-bebd0e01e90f",True,
710838,"new","Passport",2010,"a258f449-f23c-4b65-bc22-e79f17376a70",True,
787128,"new","F-150",2006,"de7c0b77-1665-462f-8ae2-6f5bae2f1d35",False,1712
465876,"used","CR-V Hybrid",2008,"27c440d1-c739-404d-a014-6969b1c73633",False,662
3462,"new","Maverick",2007,"2ed66d43-d740-4b24-a53a-94e0ddee4861",False,973
351377,"new","CR-V Hybrid",2006,"2621a3fe-dabb-4968-b328-2a8509e5ef16",True,
895294,"new","Bronco Sport",2023,"b5fb7623-9ded-4134-a0b0-73df00b9ae4c",False,3545
695234,"new","Ridgeline",2012,"220d374c-49a6-40dc-8308-3b90c6f79636",True,
999541,"new","Sentra",2018,"11598527-8f20-4105-b871-cf0222152d43",True,
461792,"used","Passport",2009,"3734550b-0fce-4909-b484-2168d516527d",True,
11278,"used","Pilot",2020,"e4e77ac4-a4ac-4183-b11d-f07fb89182b7",False,271
706866,"used","Corolla",2001,"9c5cfc7e-7604-4f15-abea-6dff9d6d54b4",True,
929987,"new","Corolla",2012,"4764e342-f0e6-4f08-9218-bd1faffe83d2",False,3582
341706,"new","Bronco Sport",2001,"12c75a5f-51d4-444f-8633-ae6e525cf278",True,
204043,"new","HR-V",2010,"cc0189a2-cfa0-4830-8d71-2e8612cbb728",False,1319
224213,"new","Colorado",2007,"db716cf4-977c-4ecc-9690-73b85c977ca3",True,
617934,"new","Maverick",2004,"a64fa6d5-73e1-4b2a-957b-df5d8fd62e59",False,551
202189,"new","Equinox",2000,"140cd21d-5f0d-48fd-bc7c-124dfef2b55f",False,1964
854448,"new","Colorado",2021,"1d0af761-02d8-452b-b100-e152a669d208",False,414
13451,"new","Corolla",2013,"6330484e-9a7a-448a-a797-34a366840b44",False,1953
639128,"new","F-150",2018,"94f03ea6-95c0-4c91-bf25-857c83357a4b",True,
680763,"new","Highlander",2018,"4757f65c-a853-4d23-9bba-cfbd9f4cdca1",True,
453803,"new","Equinox",2012,"8eef0c1f-93d5-4164-9023-63d68fd5ec04",False,1303
86576,"new","F-150",2020,"58c7c4bf-cb39-4979-9f63-adee45a11d2c",False,1245
260722,"new","Corolla",2000,"94e4e4f7-558e-4c7d-b07c-48ca86b84dbc",False,1036
809093,"new","RAV4 Hybrid",2010,"0fefc136-5a62-435e-97b3-4d8a3d855be4",False,1534
513289,"used","Maverick",2021,"cff9c2b2-2471-4ee8-af18-8695bc85ddaf",True,
820294,"new","Colorado",2014,"94eeadbb-e898-4c83-8ce2-9f9ff6089380",False,1274
869525,"new","Sentra",2019,"ebfd9133-d25d-47d1-bdf9-14080d740d18",False,1770
348349,"new","Trax",2008,"31a1fdba-c8c2-43e2-9bb8-6ac952a3674b",False,2703
114521,"new","Tundra",2000,"b2c2d5c9-82ee-4504-b209-f3d6af6d8403",True,
195048,"new","Corolla",2015,"5f367df9-9010-4b03-a5d5-a223554a24a6",True,
86652,"new","Highlander",2014,"bd4a287f-f48d-4e68-81c2-3d0ccbbca1d4",True,
890191,"new","Frontier",2022,"ca36809a-5902-4c1f-93a3-9d2ffc62aa93",False,1186
282237,"new","RAV4 Hybrid",2017,"046fc98a-7228-473f-8a71-49a5d1f72d96",True,
291640,"new","CR-V Hybrid",2020,"32164038-9b37-4e33-9e83-a69ca5bbbb89",True,
545943,"new","Colorado",2023,"2a352422-e5de-4b14-a238-915f424ded93",False,3366
261775,"new","Equinox",2012,"4fcded0d-56a3-46c5-bafb-ade4026d0637",False,949
246933,"new","Maxima",2001,"365662bb-4da7-4adc-9364-b5659cfa982b",True,
439790,"new","Passport",2005,"aadb4bd6-c65f-4e25-84c1-473f4f629fea",True,
123452,"new","RAV4 Hybrid",2014,"7b012ab5-bf71-4a14-990b-4c3cd486a899",False,1638
266970,"new","Equinox",2002,"3eb44398-b91a-493b-9b4b-1adb6724e15b",False,2016
925883,"new","Silverado",2012,"0c3245d3-39dd-4b5b-8c9e-048133e3c9b3",False,2447
258252,"new","Highlander",2023,"c45499c9-249d-4fff-bee6-0aa1d22da326",False,2514
235581,"new","Edge",2010,"89d84d77-a18f-49e1-a5fa-7a9ff13cef52",False,370
338560,"new","RAV4 Hybrid",2007,"0da71780-83ae-4665-b761-dc89c629534d",True,
915073,"new","Maverick",2003,"32b9db24-7dae-41e9-905f-7e75b1ed861c",True,
741155,"new","Silverado",2009,"017be3ac-a925-4451-b62a-9712e3827c4e",False,3395
27169,"new","F-150",2022,"3bf87751-2748-46a7-b3c5-6bbe93d5146d",True,
217135,"new","Corolla",2012,"feebc4c6-2c69-4d3b-baa9-0b7679c09192",True,
761917,"new","CR-V Hybrid",2019,"74dbc52a-36b3-41d3-acaf-d026982f198d",False,1675
186905,"new","F-150",2022,"0a332434-b139-4368-bf92-c5d898dbd3dd",True,
622223,"new","Ridgeline",2012,"2bccfbdf-1acf-4165-929c-d3aa18e57d8c",True,
468668,"new","F-150",2020,"401c6b34-fd33-4bd5-aa14-0940ae536c80",False,1809
395083,"used","Highlander",2004,"f4b91329-277b-4332-9741-ddc72d534028",True,
867914,"new","HR-V",2012,"a2dcf874-826e-4e3b-9b11-5a8974fd7b44",True,
930019,"new","Maverick",2006,"3f8d8074-a784-4871-a4de-7355ee13c3a0",False,944
584329,"new","Tundra",2000,"ff97cbee-f912-49a2-857a-7e9b775f4b3a",True,
281988,"new","Frontier",2000,"62f2dc24-a7e6-4db1-8243-93f3c8a6434f",False,1507
660760,"used","RAV4 Hybrid",2016,"8359c441-f93e-485d-9dcf-ac935ecab986",True,
323267,"new","Passport",2011,"2c397f5d-bb28-4007-b0ca-27a0a5215485",True,
438528,"new","Frontier",2009,"903de194-dbc6-4f6d-a040-ac8e03e7ff3d",True,
318641,"new","Altima",2019,"1e61ad1d-3bbe-4e96-bce5-72a254de3ac5",True,
599248,"new","Rouge",2020,"a50a58d9-7952-48f2-8d33-db68e9782519",False,3726
632328,"new","Colorado",2004,"0fbb735c-19e3-4ca4-b037-23c6e8fda0ac",True,
633092,"used","Mustang Mach-E",2000,"d63201aa-01c0-4ee5-b28a-10391d05b1ec",False,3431
758692,"new","Maverick",2023,"7605dc8a-e400-4445-a32a-b68ee1d878bd",False,2943
263655,"new","Highlander",2004,"af73ca67-8045-49d7-b5ee-a0043cac6723",True,
174442,"new","Corolla",2001,"414b03e6-6760-4add-8906-602dd630c2f6",False,1698
386429,"new","Colorado",2014,"71909576-dd5d-43e8-a7b5-f00ec7cf0b20",True,
399380,"new","Equinox",2004,"37ec55d8-f147-48f9-8ca4-e62b4299fa13",False,2123
830016,"used","Blazer EV",2014,"8965d3f4-49fb-4973-a85f-5a51f32c5613",False,477
180459,"new","Highlander",2006,"32df48e5-6670-409f-8102-6c86efe5ab0f",False,2626
510606,"new","Bronco Sport",2020,"6182a6f5-015e-4900-b771-963d188d5ae3",True,
12534,"new","Ridgeline",2018,"6f8c4eb0-f656-4208-a9b7-9410528edd53",True,
203122,"used","Tundra",2008,"edaf3aa8-55ba-4d42-85cc-35b5a454c714",False,1494
622071,"new","Tundra",2014,"e97766cc-21c6-498a-8dfb-de53a9993727",True,
709728,"new","Mustang Mach-E",2016,"6c031897-2462-4f40-a095-87cd14c6983c",False,3072
832894,"new","Pilot",2020,"399dc037-05bf-494b-81e0-07414c312c20",True,
311212,"used","Tundra",2022,"f45d0fea-e43e-406e-9a45-1ca3f32f6f8b",False,2282
350826,"used","Maverick",2023,"5c309a33-3316-4044-b10a-7d3fc8da2a9c",False,3524
43078,"used","Corolla",2000,"38ade7d5-ae34-4396-9527-b2d5c2e74b3d",True,
281130,"new","Corolla",2006,"d30254f1-ece1-4587-92a1-0c34d0752e7d",False,1629
411756,"new","Maxima",2019,"19c0343d-7f82-408d-9f28-f8ea9975d928",False,2343
943611,"new","Maverick",2005,"5d96496d-d188-46c8-8cec-c7244455ddfe",False,2603
472801,"used","Ridgeline",2011,"235102c1-188a-4fc0-8e0e-c4f6ad5e6ec1",True,
341554,"new","Pilot",2013,"7ccd0ba6-98e8-461f-85f8-863eb2a39127",False,2607
131165,"new","Tundra",2005,"d88ea898-1dda-45d5-9c72-18be79b6d28a",True,
72424,"new","CR-V Hybrid",2010,"5506423b-62c2-4cbd-9a75-96d9cb21c6dd",False,2077
962009,"new","Pilot",2017,"71f3a280-dd5a-4af4-ad03-d3e2665942d3",True,
527262,"new","Altima",2016,"796f4af9-315b-4a88-a943-ffd5d6b36e41",True,
362487,"new","Pilot",2020,"95d90c0a-7631-4118-a7b0-5c08ade0011b",False,2347
494633,"new","HR-V",2015,"2662ef6d-6619-4964-859a-10e2b5f2d290",True,
464396,"new","Highlander",2008,"90f2fbf6-81a6-4a62-a9e0-2b9d0a1a173a",True,
552626,"new","Colorado",2001,"4c3186f4-1b62-476f-ae60-78d4ff82110c",True,
29683,"used","Corolla",2009,"4e79ffdc-9242-46c7-9241-312c3f188c70",False,867
219592,"used","Maverick",2008,"0c034d40-a4dd-409d-85a5-0368eb7e4f7b",True,
576878,"new","Silverado",2007,"7f6e39e9-6902-426a-b1a7-23a160d115fa",True,
718366,"new","Maverick",2014,"24fa094e-9543-491f-90d2-bbf3d344304f",False,2102
125419,"new","Silverado",2019,"ecec76ff-705d-4aaa-a722-c3dca411f727",False,1655
715774,"new","Maverick",2019,"68ffce49-ce9f-49dd-9568-4e7f686382bc",False,1339
371074,"new","Maverick",2007,"73f92c2d-285d-46bf-b298-dfc80d149e2f",False,3970
166939,"used","Corolla",2019,"28314d86-7d06-4a3b-92b2-6317d20cd165",True,
586196,"new","RAV4 Hybrid",2012,"5bc3e84f-053a-4100-a68e-f1d63a2f0223",False,1425
467945,"new","Frontier",2001,"9bcbd961-09f5-4e2d-a6fc-db4a4082d492",False,3908
789743,"new","RAV4 Hybrid",2007,"f6829932-0547-4736-ba13-4decef7afea0",False,3329
259821,"new","Sienna",2015,"f9a27dc0-7dd6-41e8-ade8-885486e0e361",False,3748
939463,"new","Passport",2003,"d8326040-74ad-4743-874d-ec208e1412be",False,3782
720136,"new","Maxima",2003,"40814418-e1f6-4cd9-aa07-267d1a807a4c",True,
957398,"new","Highlander",2021,"06473367-1daf-4e6f-bf56-335088e29a22",False,1586
185198,"new","Silverado",2020,"b66fb5fc-652c-4c3c-8a05-625e36f7da4c",True,
990635,"new","CR-V Hybrid",2014,"942b7f54-87bb-46b7-bfdd-10497ae6df1b",False,1578
435374,"new","Pilot",2017,"9a43f0bc-9a8b-4516-8a53-d2bcc7f9177f",True,
479804,"new","Maverick",2006,"4278961a-26bf-4c28-aede-5495b4deb69c",True,
580320,"new","Corolla",2016,"6d728259-2aaf-4616-bf0d-02519a4fe94f",True,
170820,"new","Blazer EV",2009,"7052dee4-8bb0-478b-8274-53472f402603",False,1436
545816,"new","CR-V Hybrid",2022,"674024bc-2e58-4d8c-8f94-e91176ee66c9",True,
531629,"new","Sienna",2022,"d716a0e7-ae0e-48d9-a47f-20d1d2363345",False,366
406121,"new","Blazer EV",2003,"d27dbe64-3e7b-4ff0-a761-767ea57e0ea7",True,
955165,"new","Silverado",2018,"17ba04b5-dd16-4c07-a73f-e64baa4e778d",False,1112
946653,"new","Tundra",2019,"6ce041db-906d-4ade-979f-7be0389ec356",False,3065
902250,"new","Maverick",2002,"3fc48d03-036a-4bb9-8dbf-73db7f984ef3",True,
674612,"new","Maxima",2022,"d547d603-6195-4510-b70f-91a9c68e8388",True,
117489,"new","Silverado",2006,"1f6f6ae3-3a70-4c8d-9bce-af4499a8db46",True,
214126,"new","Sienna",2012,"ba8b8923-449e-4992-a897-86ff86742e10",True,
243763,"used","Edge",2007,"a44de399-4eb9-4fea-a0bd-ce43b2f70224",False,1686
984356,"new","Maverick",2014,"df89fada-0509-43e6-92d6-91a08fa283bb",False,947
557078,"new","Sienna",2011,"77e13edc-1247-48c5-981a-cdcee67e3ed6",False,3253
848994,"new","Passport",2017,"c3b13e42-9ffb-44c8-a37e-f809e3dd7c60",False,3469
337098,"new","Equinox",2011,"81ff07cb-0597-41ef-b06d-b2e622b0b19a",True,
101411,"new","Silverado",2003,"7ae4b81b-7e4d-4081-aaf4-b7753d322c39",True,
63622,"new","Edge",2012,"073062bf-4b0d-4aa7-b5b3-8abaf268bc4c",True,
829935,"new","Ridgeline",2016,"268f9838-4cec-45c6-9390-3751b96da2e9",False,3477
834248,"used","Passport",2006,"02ef9599-bc43-4e20-8f05-a4350400d15e",True,
62788,"new","Trax",2019,"df0895c0-27e9-4a6a-b619-478940f5d439",False,2517
2418,"new","Rouge",2009,"e42e719b-c060-4a7f-8908-66c595eeec8f",True,
117947,"new","Silverado",2020,"9612796f-e678-45b2-adb9-4f979986019a",True,
696776,"used","Rouge",2023,"4b43265d-4043-4ec3-8e62-81753682445a",False,1759
