sale_id,vehicle_id,customer_id,sale_date,sale_price
821163,86576,1245,2022-07-03,34979
203494,260722,1036,2006-03-31,26074
231672,809093,1534,2016-12-18,35328
789281,820294,1274,2016-04-25,28788
622582,869525,1770,2021-11-07,24857
461029,348349,2703,2019-05-22,21383
792603,890191,1186,2023-04-13,35661
504566,545943,3366,2023-06-18,30441
829179,261775,949,2013-01-16,25614
565303,123452,1638,2019-10-05,35282
360505,266970,2016,2016-01-15,26066
371696,925883,2447,2021-05-22,45627
971233,258252,2514,2023-11-21,38753
307213,235581,370,2017-09-24,39209
336083,741155,3395,2023-04-10,47292
506602,761917,1675,2022-04-23,35725
104319,468668,1809,2023-03-16,37478
677896,930019,944,2011-03-09,24801
481595,281988,1507,2022-03-23,35974
533181,599248,3726,2023-08-13,29752
781812,633092,3431,2012-11-09,41525
263590,758692,2943,2023-01-18,24144
367839,174442,1698,2006-04-12,26671
342178,399380,2123,2010-03-03,27757
920345,830016,477,2020-09-28,53441
328977,180459,2626,2020-11-11,39920
722721,203122,1494,2011-08-10,40965
226686,709728,3072,2020-11-26,43216
467862,311212,2282,2023-04-11,37987
639387,350826,3524,2023-11-13,24104
989087,281130,1629,2007-10-15,25250
969543,411756,2343,2022-03-24,27184
350314,943611,2603,2011-10-01,24724
202237,341554,2607,2019-10-03,36056
864867,72424,2077,2012-10-16,33911
488985,362487,2347,2023-06-16,35683
932148,29683,867,2010-05-28,25235
997735,718366,2102,2022-06-12,22653
973113,125419,1655,2023-05-27,47762
266701,715774,1339,2021-06-26,23414
982531,371074,3970,2010-09-06,24135
778504,586196,1425,2019-09-16,32794
508802,467945,3908,2019-01-15,35688
893165,789743,3329,2014-07-09,34268
69580,259821,3748,2016-06-19,43673
855973,939463,3782,2018-09-13,41732
304697,957398,1586,2022-08-11,37997
308417,990635,1578,2023-01-20,34062
744128,170820,1436,2019-12-20,55996
294688,531629,366,2023-06-29,42406
850433,955165,1112,2021-01-01,47044
491139,946653,3065,2020-06-10,38587
26201,243763,1686,2021-08-08,40206
373942,984356,947,2016-09-01,23948
806371,557078,3253,2020-03-18,43628
982172,848994,3469,2018-12-10,43879
212196,829935,3477,2018-05-07,40726
207937,62788,2517,2020-05-30,20700
121434,696776,1759,2023-03-22,29158
775174,667073,1781,2016-01-24,22895
116112,119714,113,2012-07-11,41467
670944,312601,2313,2016-06-11,41883
208103,890212,3049,2009-12-08,35675
937907,621548,3339,2017-10-04,38019
564275,402025,1992,2015-11-24,36689
816596,507380,3026,2011-08-19,41200
636334,401057,1422,2021-05-15,54151
521996,578727,434,2022-07-30,37794
675291,661906,451,2022-07-09,39934
918937,641334,319,2003-01-28,34983
420721,895924,872,2023-06-17,41717
452786,220563,3194,2022-04-24,21021
670922,205853,3761,2022-12-27,34452
434095,830223,1150,2018-05-27,25593
308460,33774,1789,2021-01-13,36386
602271,905077,532,2018-05-31,23795
790123,8145,521,2017-09-17,38425
964463,458287,992,2014-07-13,25323
790264,87378,1119,2021-09-11,35636
83485,857405,2500,2014-12-16,44275
563680,295021,18,2018-05-13,47470
673020,836716,3792,2019-01-12,29354
814882,647327,1995,2010-09-08,45659
400813,858109,3190,2022-06-27,39544
390576,666609,742,2013-03-05,20968
259353,336223,1384,2023-11-02,38239
471137,285451,3543,2023-10-04,27351
375028,863258,1602,2015-09-01,24269
358883,210309,442,2018-02-15,36116
15486,156280,664,2016-01-05,25611
131043,146315,2107,2015-11-09,20799
748524,615178,3814,2018-03-13,57946
554268,272382,3404,2011-08-03,27370
417220,520097,1256,2005-05-03,58001
966647,806141,2779,2016-08-26,37470
522859,740199,1638,2023-08-26,25502
208198,314611,1811,2010-08-08,23771
149201,477557,3387,2018-10-15,23974
937995,768565,158,2021-02-23,26452
497695,409366,2706,2006-07-14,40786
146156,537946,340,2009-01-14,42860
817812,651839,1324,2023-08-03,24939
284009,193591,1912,2022-12-11,20569
222029,75786,1896,2023-09-22,28368
196121,428620,746,2014-10-16,28867
414010,814924,2329,2007-12-31,37180
473006,737071,2232,2022-07-17,21437
370446,711639,898,2010-04-27,30046
640226,719086,1792,2009-01-01,24015
655987,449636,1400,2023-09-20,24501
602667,630274,525,2022-02-08,27160
816082,125807,3944,2016-11-26,43341
49273,290373,849,2014-02-21,24684
502034,398163,3472,2011-02-09,26530
588126,303747,2902,2012-06-28,38448
624682,530918,1530,2021-03-16,38709
661741,539219,1681,2019-06-15,22400
210339,847779,1264,2019-10-25,26479
844433,858726,2537,2012-06-19,42286
641339,582470,3665,2023-01-18,42107
551607,680150,1617,2019-01-15,23278
513144,958875,1119,2023-07-29,40589
379625,713856,2013,2023-06-23,24930
245754,592765,781,2009-09-07,36425
629737,688585,1803,2022-09-27,44692
503322,652040,855,2011-07-22,29101
940307,505005,3003,2023-10-07,26348
964138,264560,187,2021-10-14,36580
832466,704654,963,2015-09-24,28751
593908,941525,683,2023-10-08,26807
930270,574690,3990,2004-08-03,24926
522576,577912,2229,2023-09-18,26220
417604,313159,2681,2012-06-07,25769
457268,718419,351,2022-02-24,27799
554310,442816,1155,2023-12-24,32537
976544,835555,2297,2020-07-26,45557
373657,920933,1569,2019-07-24,21223
71355,163138,116,2020-02-02,26262
480300,352741,1236,2021-08-22,41483
478771,412996,154,2014-09-02,41455
429784,4488,2993,2022-12-10,43149
679142,320322,1206,2020-07-23,40385
329059,79323,1503,2009-03-14,25737
906682,645119,2960,2022-05-28,24945
828702,752156,1116,2021-03-02,40142
842856,409142,2127,2022-03-10,24248
639205,797242,3691,2016-01-28,21111
499285,566418,643,2021-12-30,31375
520616,770037,1174,2017-05-05,57289
643908,265922,2900,2013-04-23,45855
755980,770311,3591,2022-04-25,38135
925507,828811,606,2011-10-05,26781
237448,107513,2864,2018-12-12,26942
244386,274068,1611,2014-06-12,22953
642491,184133,333,2006-04-09,33813
194651,984214,1753,2019-06-18,30319
145996,996666,1014,2016-06-15,28363
452432,558874,2066,2017-08-06,28502
984364,335134,90,2020-08-01,42944
253384,305322,1027,2011-11-22,37036
239437,988094,1718,2017-03-05,47069
670800,744784,492,2018-10-26,24705
686961,782523,3267,2019-05-20,37471
588514,527892,1259,2006-06-28,39217
586975,704747,3661,2014-12-23,28369
161583,60351,2162,2020-09-22,24771
879994,282398,2367,2021-04-09,35829
746048,553428,169,2023-02-23,27260
426486,132027,861,2022-03-03,33563
660011,965710,504,2010-12-11,22223
762902,909934,364,2021-06-27,42039
226838,795969,3257,2023-12-08,33334
399985,840658,1326,2022-12-31,33710
391255,149317,86,2017-12-30,29191
403380,757045,995,2020-06-19,25789
273395,231721,228,2013-12-25,24938
315107,385722,679,2005-02-25,35250
163057,327607,1591,2022-09-13,34658
432009,668670,11,2020-02-09,21513
364475,115234,464,2021-03-10,22493
365131,410361,896,2023-10-17,37473
702204,96336,3421,2009-03-19,22756
275385,317597,951,2011-03-16,41122
919443,662883,2370,2021-08-27,47329
727145,208939,220,2016-03-22,36375
764654,688440,1390,2023-10-25,23326
607628,916184,547,2015-11-10,40011
824359,700892,621,2023-05-19,27427
662374,244213,630,2016-07-07,44714
293804,722533,2248,2015-12-23,23696
718866,913428,1331,2020-11-01,43990
34684,106194,924,2022-01-12,38274
438980,979563,2248,2011-08-16,23721
643302,843604,2473,2023-06-27,38737
541047,919835,3225,2010-09-06,38366
448652,264372,223,2013-10-08,22405
605501,430232,585,2019-12-27,41052
943145,400718,118,2011-01-26,38019
190685,888335,684,2017-05-27,22752
946166,121619,128,2016-02-15,40207
664467,912158,4,2018-07-28,57980
135030,617674,1449,2013-11-05,27008
328710,515187,1772,2019-09-09,25394
39558,112987,1939,2023-03-16,26381
348434,199179,2107,2005-10-31,37988
985664,487623,293,2019-07-20,24912
520377,985573,3165,2007-12-20,43808
495676,424467,1189,2023-01-05,28523
125177,89998,119,2009-11-17,27095
543,53467,1960,2011-05-15,32381
852724,679794,336,2016-03-29,24587
772271,230980,2008,2017-12-04,37297
544244,460592,27,2021-01-16,37359
382895,835604,3992,2023-08-03,24856
578141,855464,151,2022-12-10,39296
998629,56009,2334,2023-03-23,37288
875715,845567,3062,2021-02-07,25856
478241,246139,1241,2016-09-27,43350
98075,179934,1496,2023-08-24,40967
625087,165872,609,2013-03-11,35602
545684,47752,1809,2023-01-19,37431
28783,281772,1061,2023-05-08,25722
866718,777378,2062,2023-03-08,37586
654994,364894,1913,2023-05-21,22151
62395,447588,2782,2020-07-11,20598
55327,192536,3122,2014-03-25,34207
842368,478718,808,2008-01-24,33428
199669,310747,2093,2012-02-10,35341
108629,952,3180,2023-04-10,20832
317718,199078,1114,2023-02-05,24685
219451,176864,1856,2015-09-26,26541
809378,434567,2167,2022-10-26,39794
517666,724834,1940,2020-03-09,29716
17227,992405,381,2019-07-09,40750
578089,51455,2592,2013-07-31,34762
430603,421137,2153,2014-09-27,42243
823323,848925,167,2016-08-30,24688
913304,630613,2247,2012-11-25,37881
468467,676214,918,2018-03-03,27214
748986,256308,249,2023-02-28,23788
944067,133504,607,2023-08-26,37556
633738,226809,3930,2004-02-21,23990
193639,686805,2935,2019-01-13,38446
412359,249821,2260,2007-01-31,41789
404893,582684,3,2023-09-07,43489
967097,451153,170,2022-01-02,24267
447365,711196,2885,2013-01-12,24527
957619,1817,3357,2011-04-02,21927
197691,345866,1750,2023-07-22,40363
341368,58991,1424,2022-01-22,35249
649135,604554,1222,2020-11-03,27341
161518,183366,3390,2022-11-19,36700
667309,766412,3290,2021-01-31,24621
623767,773004,2169,2019-04-01,32386
266164,552081,497,2010-04-29,55935
604148,461031,3386,2010-09-28,36583
276723,921457,800,2014-01-15,32748
675948,642751,518,2007-03-31,26988
52536,487634,3002,2015-05-19,39779
441623,810151,3775,2018-12-02,41958
874430,331882,2383,2010-12-21,20553
434929,843433,3736,2023-04-29,27565
37566,232968,962,2023-01-26,23337
407888,84977,1094,2022-05-10,40535
890962,494011,262,2022-03-04,34046
309534,592875,3026,2019-04-26,44070
344767,289515,2907,2021-03-14,47090
140093,342587,578,2021-12-03,53529
835525,899852,483,2011-07-04,39127
775577,316503,3639,2022-02-28,37598
197420,805978,1384,2016-11-10,43968
671675,212687,1198,2023-03-24,32764
228039,32497,765,2016-09-27,28712
780204,301798,2308,2018-11-30,32384
16382,53772,1994,2023-07-13,40703
982992,736821,818,2022-08-15,34868
457020,19311,2178,2023-02-05,43401
930028,752496,1718,2023-04-30,35533
17137,599497,1359,2023-10-30,32301
885110,937638,509,2015-07-04,21868
110294,841059,1313,2020-03-10,40827
836532,600059,2368,2018-07-13,28203
53373,143253,2253,2018-06-28,25700
413292,198378,1411,2017-11-19,26595
304486,464448,1580,2018-10-31,39325
245620,119693,3404,2022-11-12,24533
80138,740373,1583,2022-06-21,43107
34034,702875,493,2012-10-19,24865
809620,858627,1630,2023-08-29,40087
398854,791954,1534,2020-08-13,25940
658235,32683,595,2023-04-09,26058
44882,157904,2839,2022-07-05,24871
613031,661705,1670,2019-04-06,24624
18298,283282,1606,2015-02-27,35706
667711,711181,1044,2016-10-14,24864
4010,741537,463,2020-01-24,34913
619988,86836,1822,2023-07-27,35497
513721,286634,1908,2015-08-18,39795
663519,448007,2211,2023-11-23,25820
281671,211230,3674,2003-07-23,22320
803737,608323,2673,2013-05-22,21930
619906,369436,2774,2019-01-16,23978
226233,205743,431,2023-04-13,26133
175126,5519,2625,2022-06-19,25066
628955,534061,2314,2017-02-03,39067
863649,896788,3133,2023-03-03,33907
74635,360879,1568,2022-03-05,36270
746120,978649,1121,2021-04-11,34206
186598,983983,104,2012-11-23,25405
855583,784695,1316,2023-01-31,30614
788826,157318,1191,2004-05-06,24505
451908,591860,1662,2021-05-20,21766
234122,789917,2119,2017-04-08,30381
403691,542886,1456,2023-07-02,24935
918015,800848,476,2022-11-02,42873
292942,251196,3113,2018-07-06,24264
38477,277465,2883,2020-02-27,35656
957599,785398,428,2019-11-20,33330
737689,382872,3675,2017-09-26,28413
283756,381556,1796,2023-03-19,20472
959011,754125,3124,2023-10-11,20885
48918,611473,141,2010-08-13,26418
379416,903682,1498,2003-11-16,25884
872043,965079,3914,2023-10-25,46907
108403,491334,1913,2022-08-18,29145
100154,47849,428,2023-06-18,36893
477146,457143,305,2011-08-21,25379
779585,910160,412,2010-04-19,42152
731620,962929,3508,2021-09-08,26903
329839,614006,3870,2014-11-10,32116
33589,686105,1238,2009-04-01,42045
239482,348840,3456,2015-08-30,41818
552607,466788,1306,2023-08-04,39333
164168,482181,1831,2021-12-10,25869
216585,796215,95,2019-12-31,40495
14936,295499,1706,2023-02-12,29731
881233,378614,2437,2020-11-03,40497
276589,171015,1826,2019-02-18,39314
403980,997624,2859,2023-11-14,25797
255915,8978,1273,2015-03-20,36238
641283,682161,1733,2023-09-03,54588
244879,71852,1700,2015-01-04,21211
771315,125670,1670,2016-02-19,33583
372849,468128,3215,2012-09-20,34023
866555,622067,1672,2021-05-29,23856
659239,492132,670,2023-06-09,46322
791370,943915,3677,2023-02-24,24500
767623,906095,452,2014-03-31,26590
77963,411290,2605,2023-12-28,40521
698230,157848,2380,2010-04-18,40489
913331,885998,3623,2021-08-06,24063
463550,774271,57,2012-09-02,28196
669494,955938,1077,2006-11-04,25534
101413,396545,3547,2015-06-14,24840
317873,809427,2026,2021-11-01,53740
635283,147986,2826,2001-08-18,22502
505618,351279,1866,2014-04-01,37683
764964,943819,3014,2023-11-13,56974
218364,311734,3657,2021-08-29,38114
634110,842698,731,2023-11-28,23995
994730,317341,472,2011-01-08,35442
95801,109855,3020,2023-12-18,42294
441584,447995,2245,2009-05-24,37417
489657,980239,560,2014-01-25,27298
22046,671666,2698,2022-05-26,23041
131052,819005,536,2018-03-13,37465
82997,14910,3563,2009-05-10,42574
167672,471725,1521,2015-10-25,21144
724273,515987,3283,2011-01-19,36671
968701,260782,1321,2007-05-23,26615
641652,574255,1841,2018-04-28,45675
455913,186525,1915,2020-04-30,32670
949774,54634,3393,2013-08-21,28818
582422,183101,1035,2012-03-17,32676
849201,681454,3763,2012-06-26,43905
141495,55400,499,2018-07-23,25470
317080,952911,2670,2017-02-04,38481
716722,208135,3418,2020-05-16,39858
336030,741296,1386,2021-04-02,45043
538061,855081,331,2021-08-22,44483
663100,250549,85,2002-11-14,44465
483669,16450,387,2022-01-31,24797
868842,926650,1745,2008-06-03,23245
514087,642281,103,2014-12-01,21105
731884,425245,2646,2020-07-12,34894
620135,271590,2666,2018-04-16,23383
622201,310984,811,2017-10-31,42182
275893,659820,1987,2020-09-21,38886
896072,821130,1995,2015-01-25,35636
647422,763491,672,2020-12-06,39266
712624,188925,588,2023-01-08,42915
618972,198369,3121,2017-06-17,45667
883453,187732,3274,2023-09-20,42799
258085,265506,1879,2022-09-17,30466
849577,647947,2806,2021-09-05,35133
766952,55652,310,2018-11-17,27280
946645,323508,2837,2017-05-22,40164
638949,923711,334,2023-10-10,27156
963616,438478,2464,2022-04-27,54524
947885,158345,1062,2017-08-18,23256
17843,573136,458,2021-11-17,38929
170815,40560,1982,2023-11-14,29483
695472,614173,1221,2023-10-13,28811
314096,320446,594,2023-03-10,37295
185174,385709,559,2012-11-11,35832
286867,284827,1785,2021-12-31,37577
668065,701438,3827,2023-02-06,26046
585818,708113,438,2012-04-21,42252
850223,421732,1423,2020-07-25,21409
220499,180414,3106,2021-04-15,22987
284900,112088,3975,2009-08-06,38134
550308,811386,870,2006-02-16,28298
634298,554374,3746,2023-06-14,35260
334086,332135,914,2023-05-23,28644
642204,576757,1167,2012-01-05,26252
512320,612126,1269,2018-08-10,25729
746653,342728,1940,2022-01-22,25990
114766,960330,887,2021-12-27,43207
857008,716265,371,2011-06-10,34125
336127,70392,288,2014-02-22,38512
888000,176911,78,2022-05-13,23381
531174,44601,808,2020-08-05,44134
450186,285823,1474,2014-02-10,57485
277183,304362,3504,2023-07-24,25940
388183,422278,1795,2016-12-05,35772
863160,60530,3988,2013-03-06,36390
716638,70090,2327,2023-03-03,26700
745698,533272,1264,2012-10-04,26623
514191,330758,2148,2017-01-09,40366
568491,484328,2524,2018-12-04,47025
230221,179220,3983,2022-11-16,40222
842530,354957,1478,2012-07-26,24349
89440,487652,2983,2018-07-27,39822
135897,619278,843,2017-10-09,43129
531317,854060,2240,2010-02-23,27414
395548,364293,1623,2013-05-15,32388
479567,379265,3134,2020-03-01,26323
518373,399220,3774,2018-09-10,26393
129620,332456,1813,2023-10-22,25789
567386,848265,416,2020-06-05,36866
866066,105229,479,2019-11-23,46632
581679,871324,1468,2014-10-22,58050
127373,612472,404,2016-03-23,24864
873526,332863,348,2007-08-01,35096
13711,413604,2649,2023-09-27,29778
839471,635755,745,2018-03-06,38051
857037,264095,593,2011-12-14,24043
898008,294929,2802,2015-04-17,42203
770047,70477,97,2019-04-11,24910
116329,654903,997,2018-03-08,42046
963331,996334,1612,2014-10-16,38954
728807,377590,954,2021-06-20,32540
835509,515968,852,2022-06-25,41943
119442,762931,681,2023-10-29,29820
119089,537330,2380,2016-06-26,44762
75350,7075,625,2018-10-05,30129
100445,832497,917,2018-04-23,21717
982061,625538,3732,2013-11-14,36949
285334,695559,649,2015-12-06,41515
641964,144144,346,2009-06-15,26459
997783,657795,1692,2020-10-27,24963
805130,200502,1180,2021-10-02,34537
731127,872840,1147,2022-12-31,23857
330836,734887,2880,2018-09-23,53198
861245,857940,902,2023-02-25,28642
208757,115957,1421,2023-02-13,38547
109472,102885,2583,2020-08-10,25618
137554,983096,3270,2016-08-18,41232
179932,639417,205,2023-11-17,43876
533993,152353,3984,2006-05-04,21400
844831,282407,3745,2021-01-07,24725
515749,802332,2675,2022-09-05,34793
5478,484881,1859,2021-02-08,38137
86355,138271,1786,2022-03-18,32533
543514,989740,906,2014-08-28,30634
340368,518183,3771,2019-04-24,37432
157084,891714,2349,2022-10-19,40943
523192,153341,2262,2021-05-03,35658
859459,261541,2552,2022-03-10,29310
45016,910242,1983,2020-08-23,39178
226242,600177,2665,2021-11-01,28333
914514,628784,294,2023-07-05,24175
848777,745739,2961,2011-12-09,53530
472432,554277,1763,2012-12-08,22670
69758,787455,1625,2023-06-10,34091
226382,956352,1232,2003-05-31,30309
426721,699209,2645,2018-02-21,56606
102694,519816,3853,2004-12-04,29985
225750,796881,1245,2006-02-28,25547
102107,354162,500,2011-05-06,42055
192267,626926,1339,2022-02-11,38810
173297,551838,1201,2018-03-25,43408
241869,933442,2593,2023-01-21,39458
760001,97575,2789,2022-06-01,24376
123850,203684,1241,2021-03-11,26438
984601,43412,1654,2013-08-15,45387
219338,343674,1804,2023-05-17,33647
818669,181781,1256,2023-01-28,36402
842804,96068,261,2012-01-13,37242
183357,9121,17,2008-03-19,39172
670679,966202,992,2020-09-30,32745
815323,685721,3533,2019-01-15,37951
896882,702070,1502,2018-05-19,25205
84110,256392,2183,2019-10-28,24956
286134,571437,2726,2020-10-11,42482
509085,84383,220,2022-04-18,44627
184815,848798,1118,2023-03-06,21182
39310,816414,779,2019-10-12,26861
998458,696513,911,2023-02-04,35419
519898,824707,1144,2011-11-25,38369
682427,427331,1553,2023-08-19,33314
66351,216982,1499,2019-12-03,25979
196910,167960,2006,2017-10-25,28770
495098,893395,2657,2023-12-17,39572
3466,48099,495,2018-06-19,24768
19331,477419,757,2015-11-27,44600
242396,869433,3643,2010-03-13,42586
759906,780520,1434,2023-02-24,38119
842895,532837,726,2018-10-07,34379
959796,553829,10,2022-10-18,21749
6631,47010,3420,2014-03-06,23420
707184,277325,1439,2019-03-18,39953
75661,262055,2405,2016-07-06,38924
109503,334446,626,2015-04-21,26714
418427,876387,544,2021-01-12,38959
306532,960298,2565,2016-12-11,36831
317366,500,1242,2018-02-05,40309
132306,787278,613,2020-08-19,42092
186651,344089,208,2019-06-17,24026
857564,728418,1274,2020-04-28,34881
265533,14687,3407,2019-01-03,43371
884522,224712,2201,2012-11-21,23157
986090,613151,2180,2018-12-01,40291
340367,667413,16,2010-11-12,43746
344068,324334,445,2013-11-29,39740
497586,317350,1168,2022-10-19,24861
873250,928984,642,2022-06-09,35951
462427,874544,2595,2017-11-27,39364
217401,167161,2842,2018-09-29,44678
431538,366444,355,2019-04-20,38502
118339,635357,251,2018-09-23,26588
760595,385343,2895,2013-01-12,41028
651666,707480,1748,2013-12-14,23162
151600,96597,803,2019-09-20,22331
125288,324537,2302,2020-12-28,28310
124267,869593,2629,2021-01-11,32112
785447,573107,73,2010-05-12,28731
982240,493929,2048,2007-05-20,22379
497344,363531,3708,2013-05-30,39510
619498,952468,3766,2004-01-07,42056
951097,797775,1718,2018-11-30,56862
465057,644324,1835,2019-06-05,31032
210430,615855,3021,2015-02-11,39874
231105,491032,2333,2014-05-14,34301
722081,525125,1639,2022-12-08,25548
499857,902958,2724,2019-08-15,29610
884115,774338,2338,2018-03-23,28797
77644,406982,3349,2021-04-26,27331
824317,661539,3760,2023-06-26,44206
384750,272239,1682,2023-12-20,41484
406787,648872,3724,2015-01-13,29110
981953,956464,1177,2014-10-26,24722
741003,792448,1093,2020-03-18,25188
896478,156947,1207,2020-10-20,42728
288592,527383,3475,2007-03-02,26940
118645,578671,2306,2015-06-24,24700
391232,498437,363,2022-07-16,32388
354336,883513,1244,2018-05-17,27205
618470,165107,384,2022-02-26,24638
658831,623987,1094,2021-04-17,41304
514390,320356,916,2011-01-14,27441
40943,930816,1919,2023-04-05,41392
868510,45740,3517,2022-03-16,40632
678659,56385,746,2023-10-06,42227
225311,572417,430,2022-01-07,25523
585662,140497,989,2017-10-11,44901
427314,288844,1885,2021-11-25,30729
943570,742279,347,2023-03-25,44468
791142,749442,3772,2018-06-09,45469
85904,815262,2033,2010-10-26,23816
832453,534446,2204,2011-06-20,25836
116000,854785,2678,2019-07-26,23993
760919,759055,1057,2019-10-09,32775
521316,519284,2242,2023-07-07,32846
850839,243755,692,2006-12-11,36334
237480,411609,3062,2018-01-07,40350
294505,265905,835,2019-06-05,26678
58016,920292,1413,2018-02-09,34623
632366,94951,689,2022-10-16,33098
16380,781992,138,2018-05-27,35616
576937,276046,3762,2015-02-26,45673
754017,350783,1190,2023-11-08,30232
481706,675124,137,2020-09-04,24563
171171,134873,3155,2022-08-20,38490
954968,805971,2753,2023-05-24,46138
483936,217285,2130,2015-10-19,38412
108744,546604,1605,2011-08-15,27069
510579,233089,3570,2018-02-28,35142
526943,466150,1520,2021-01-04,36531
119208,497706,1559,2021-08-22,24994
199904,991354,152,2021-06-20,20682
258077,95022,1407,2023-11-02,34553
951882,155649,3313,2022-11-08,29690
18303,628766,3954,2021-10-06,41505
84349,866997,3234,2021-11-06,25661
746596,425735,125,2023-10-24,57736
195648,230964,1667,2022-12-19,40911
412577,731963,3510,2015-12-18,33751
89144,627794,484,2023-03-13,25374
136450,384192,1857,2023-10-22,20915
244705,595091,1578,2005-06-13,31066
790702,847631,319,2013-12-11,36404
40148,202035,2100,2015-02-27,30347
622243,174327,1851,2023-04-14,45251
141492,850581,3188,2014-12-21,37392
716097,474755,2765,2020-08-11,26793
128347,404349,709,2018-11-26,27691
680509,672375,2569,2023-08-29,29430
95755,493513,469,2022-05-11,35412
112850,572674,646,2023-12-10,26771
708290,579290,1884,2004-12-08,30504
379604,813985,106,2017-07-19,21634
182586,517805,524,2007-04-29,29044
148485,935612,495,2019-01-18,39823
527404,957222,872,2021-12-26,40436
977065,279364,81,2023-12-04,35150
327420,183226,3222,2023-01-21,33234
276671,567305,3676,2019-05-03,43059
319620,384140,598,2020-12-10,24634
792490,725003,3472,2012-05-21,24942
512622,629383,347,2022-08-25,47806
422230,564371,1329,2023-05-16,23491
510780,638256,3637,2008-03-09,21653
190399,964454,804,2021-03-05,43312
537589,502982,2887,2015-01-30,25946
123782,853466,1495,2023-03-31,44895
371582,889339,680,2007-02-23,41092
313631,120640,309,2023-01-09,21675
456463,190192,317,2013-01-25,45514
521023,937734,310,2023-01-30,35058
694566,103537,2667,2021-07-02,39349
480501,741487,1922,2010-05-12,35790
849334,47683,3826,2017-09-28,34095
834636,78303,1963,2019-12-23,40154
226263,853732,3581,2023-12-15,21215
22407,135696,522,2022-07-18,38735
208504,719589,1943,2022-07-14,28796
350713,96429,1555,2013-07-18,32592
264487,627010,3649,2021-10-09,38282
26267,290431,3023,2021-11-09,27465
934935,204922,1386,2021-12-25,25257
470753,896744,1220,2021-11-07,29736
573598,958704,2828,2013-03-03,36998
420636,771560,1341,2020-01-08,41654
