vehicle_id,price_recorded_date,price
647856,2016-06-14,42802
254400,2023-05-29,45991
254400,2022-10-16,44034
254400,2022-03-21,43541
254400,2021-01-04,42321
254400,2022-03-16,42979
254400,2022-01-26,42522
254400,2021-04-08,41948
254400,2022-01-20,41805
963990,2023-02-26,44723
963990,2023-02-28,41826
913455,2015-10-30,42447
913455,2014-07-21,43915
913455,2018-06-27,44122
913455,2014-03-09,45712
913455,2017-05-11,42440
913455,2015-02-13,43674
913455,2016-01-18,44375
913455,2018-02-02,43822
913455,2018-01-03,42316
190109,2014-12-12,44029
190109,2013-09-12,45120
190109,2013-01-29,45775
190109,2013-12-16,44272
190109,2013-11-22,43061
190109,2013-01-17,44408
190109,2014-07-20,42807
190109,2013-04-01,45826
190109,2015-01-07,44889
190109,2013-12-08,42453
850461,2010-03-21,43295
841796,2022-08-04,45790
841796,2013-09-20,44449
841796,2022-11-14,41979
841796,2020-06-17,45109
841796,2013-07-19,45152
841796,2021-08-29,45162
733167,2022-06-18,44326
733167,2022-03-21,42300
733167,2020-06-21,43572
733167,2022-01-02,45395
733167,2020-04-12,42784
733167,2023-12-19,44800
733167,2021-11-28,44519
733167,2020-11-28,45192
733167,2022-02-03,43849
733167,2023-11-12,42152
713714,2006-12-09,45991
713714,2011-04-25,43236
713714,2010-07-27,44608
713714,2012-01-21,44774
713714,2009-03-15,45735
713714,2012-08-17,46017
713714,2014-08-11,44762
713714,2012-07-18,45973
713714,2010-09-13,41704
713714,2011-03-04,44213
815023,2023-12-29,44561
815023,2023-02-11,41717
815023,2023-02-21,45262
815023,2023-08-21,42586
815023,2023-10-24,43586
815023,2023-02-22,42503
815023,2023-02-18,42716
815023,2023-02-05,44622
815023,2023-05-23,44405
815023,2023-08-15,45514
650590,2020-08-26,45928
650590,2015-03-07,42178
650590,2018-09-06,43679
650590,2023-03-05,44469
650590,2016-07-27,42373
650590,2016-06-09,46020
650590,2021-10-29,43556
118215,2008-12-23,45335
118215,2009-12-28,45889
118215,2009-01-07,42690
118215,2012-10-05,41892
118215,2014-06-19,44228
118215,2008-07-25,44757
118215,2009-03-05,44147
118215,2010-01-01,45152
118215,2013-05-09,43885
118215,2008-10-11,42756
713171,2022-03-10,42064
713171,2022-03-06,45922
713171,2022-03-25,44115
713171,2022-04-12,44133
713171,2022-04-29,45538
713171,2022-01-24,41857
799555,2015-02-11,42585
799555,2008-09-27,44141
799555,2013-08-16,44013
799555,2013-07-30,42702
799555,2019-03-16,45714
799555,2007-06-02,45909
799555,2009-06-22,44446
799555,2012-03-19,43311
464620,2022-03-24,42783
464620,2022-01-17,42049
464620,2022-03-05,44171
464620,2022-03-06,43173
464620,2022-03-07,42892
907473,2001-01-28,43921
907473,2004-06-06,42537
907473,2002-11-29,41668
907473,2002-04-29,45615
907473,2012-04-15,45779
907473,2005-12-08,44424
907473,2006-08-26,42687
907473,2001-09-28,42264
911828,2014-07-16,43969
911828,2018-01-31,45831
911828,2017-08-16,43418
911828,2022-08-02,43466
911828,2015-06-13,43177
911828,2017-06-07,42427
933862,2017-09-09,41945
933862,2017-03-07,44898
673445,2005-09-13,41719
173409,2023-01-18,43114
173409,2023-04-09,41851
173409,2023-03-09,43538
173409,2023-07-25,44230
173409,2023-06-09,42684
173409,2023-08-29,42300
629843,2020-11-28,45017
629843,2022-11-05,42787
629843,2015-08-31,41715
629843,2011-05-14,41942
422984,2021-10-16,42636
422984,2019-10-26,45075
422984,2022-02-22,41963
422984,2022-12-08,44191
422984,2021-07-05,43614
422984,2018-11-25,43142
867027,2006-11-21,42082
867027,2022-04-01,42745
867027,2018-10-15,45181
867027,2006-08-13,41746
575794,2006-01-04,44706
575794,2019-12-17,41834
575794,2007-11-22,42823
575794,2023-08-15,43525
575794,2020-09-13,43743
575794,2013-08-24,44291
575794,2011-11-18,42519
846780,2011-03-06,42362
846780,2023-05-24,43971
846780,2007-07-03,45894
846780,2016-10-16,41686
846780,2020-01-23,42271
846780,2009-04-25,44763
846780,2022-02-01,44390
292153,2006-10-30,42552
643043,2020-06-09,45244
643043,2020-08-11,42112
643043,2015-07-09,44115
643043,2015-09-26,42197
643043,2012-02-19,45799
643043,2021-08-06,42349
643043,2013-03-20,41804
643043,2014-10-21,45500
643043,2010-03-21,42838
643043,2022-04-11,41901
398222,2010-06-28,44942
398222,2021-09-28,44367
398222,2011-06-11,44452
407319,2023-01-20,44852
407319,2013-04-02,45793
407319,2023-10-05,43789
407319,2012-07-14,41942
407319,2020-06-06,42524
407319,2023-09-24,44601
407319,2018-02-28,42506
407319,2021-01-07,42631
997235,2019-01-12,43740
997235,2018-02-16,43772
997235,2020-06-05,46007
997235,2019-01-27,43606
997235,2018-12-31,45935
997235,2019-10-24,45069
997235,2018-11-13,44596
997235,2019-12-17,43084
997235,2019-04-27,45099
997235,2020-05-24,44693
636316,2023-02-04,42265
636316,2023-01-23,43308
636316,2023-02-24,45194
636316,2023-01-16,45880
636316,2023-02-08,42123
636316,2023-02-26,41887
636316,2023-03-01,43898
636316,2023-01-13,43326
176229,2015-07-30,43999
176229,2015-08-25,43505
176229,2015-03-21,44433
176229,2015-06-12,42502
176229,2015-08-06,45212
176229,2015-03-01,45733
176229,2015-09-20,42709
176229,2015-07-06,42840
376974,2020-02-11,43744
376974,2018-01-09,45130
376974,2011-09-01,45892
376974,2023-11-28,45020
363499,2012-04-03,45574
363499,2012-08-31,42423
363499,2012-01-25,43058
363499,2013-01-26,45577
363499,2013-07-19,43751
363499,2013-08-16,41787
363499,2012-07-02,44608
363499,2013-07-08,43377
363499,2012-11-26,44094
363499,2012-06-19,44430
863989,2021-04-03,45599
863989,2022-06-09,42216
863989,2021-12-29,44484
863989,2022-07-31,43188
863989,2021-06-08,42727
863989,2023-05-26,42471
863989,2023-08-22,44770
863989,2023-04-24,42556
863989,2022-06-14,43785
931112,2013-12-19,44206
931112,2013-02-24,42712
485968,2012-04-15,44150
485968,2020-02-21,44983
485968,2014-12-14,44538
917586,2012-11-20,43870
917586,2013-07-22,44908
917586,2017-03-17,42603
917586,2012-08-04,44423
917586,2018-12-27,44068
101421,2023-10-22,42377
101421,2023-08-16,45273
101421,2021-12-10,45362
101421,2023-10-19,41714
101421,2021-09-30,42855
449457,2006-05-14,42118
449457,2006-07-28,43181
449457,2006-06-20,42806
449457,2006-01-16,43802
449457,2006-06-05,45985
449457,2006-07-20,41766
449457,2006-05-04,43106
449457,2006-07-03,42929
449457,2006-06-22,45033
449457,2006-08-04,44229
671181,2022-12-04,44504
671181,2022-10-11,45556
671181,2020-01-29,42031
671181,2021-02-11,42474
815487,2023-06-14,45477
815487,2022-10-04,44068
815487,2022-11-04,46005
815487,2022-05-20,42249
815487,2023-01-23,44339
815487,2023-11-24,41953
815487,2022-08-01,45468
815487,2022-02-06,45944
383811,2023-05-08,42268
383811,2023-11-22,43254
383811,2023-06-25,45796
383811,2023-07-23,44614
383811,2023-05-05,44726
383811,2023-02-09,44587
383811,2023-05-18,45136
383811,2023-08-27,43734
383811,2023-01-21,45407
560780,2015-04-26,45797
560780,2013-08-04,45886
560780,2022-06-18,41936
560780,2021-01-29,41725
560780,2019-07-09,42151
560780,2019-10-04,46033
560780,2008-08-21,44599
560780,2015-02-08,42633
560780,2020-10-06,44389
560780,2014-06-18,43911
926616,2018-01-23,45132
926616,2018-01-30,45517
926616,2018-01-07,44027
926616,2018-01-28,43994
926616,2018-01-12,42221
926616,2018-01-06,44733
926616,2018-01-13,43385
926616,2018-01-02,44774
926616,2018-01-20,42119
275342,2023-08-23,42736
275342,2022-07-18,42335
275342,2020-02-20,45225
275342,2021-09-04,43952
275342,2022-05-28,42544
275342,2023-10-16,42806
275342,2021-02-28,44968
275342,2020-10-10,44873
275342,2020-07-17,44496
455293,2017-12-02,43824
455293,2018-02-03,42374
455293,2018-08-12,45729
879862,2023-06-20,43729
879862,2021-10-24,44018
416549,2011-11-06,43455
416549,2016-05-25,44018
416549,2017-12-03,42523
416549,2013-01-27,42149
416549,2012-07-15,43408
416549,2022-04-24,45034
91625,2020-04-09,43297
91625,2023-09-05,42538
91625,2023-08-23,44196
91625,2021-04-17,44432
91625,2017-03-10,44164
91625,2021-08-15,45653
179620,2023-04-08,44306
179620,2023-10-09,46020
179620,2021-09-26,43124
179620,2022-01-19,43333
179620,2023-12-03,43751
179620,2019-09-17,43824
179620,2019-03-23,45552
179620,2021-07-14,45102
639924,2014-04-17,43051
639924,2014-04-15,43202
639924,2019-08-27,42844
639924,2014-08-01,45439
639924,2018-05-22,44098
881565,2023-08-11,44542
881565,2023-07-12,44288
881565,2023-11-12,43040
881565,2023-09-28,42014
881565,2023-02-27,45076
881565,2023-08-08,41835
881565,2023-12-25,44353
881565,2023-12-22,44656
25328,2009-05-08,45369
699539,2018-11-13,45695
699539,2017-09-01,45717
699539,2011-03-29,44506
699539,2020-10-25,44287
699539,2019-09-14,45271
699539,2009-01-29,45851
699539,2016-04-28,42316
699539,2014-10-17,44663
830107,2022-07-29,44536
830107,2023-05-13,44777
132311,2002-06-25,41838
132311,2001-10-07,44247
132311,2002-10-13,45833
132311,2002-12-03,42564
132311,2001-03-11,42098
132311,2001-09-24,42608
132311,2001-10-12,43010
754944,2020-01-21,45454
754944,2023-01-15,43433
584537,2023-08-16,44916
584537,2023-06-12,42423
584537,2023-05-17,42672
203889,2020-09-24,43784
153543,2022-03-07,45535
153543,2017-07-10,44841
153543,2013-07-01,45878
153543,2020-02-13,43017
153543,2020-09-11,44738
153543,2014-03-30,45650
153543,2018-12-16,44671
153543,2015-11-15,42720
831544,2020-02-07,45369
831544,2021-04-24,44355
831544,2012-05-20,44754
831544,2012-03-13,45059
831544,2017-04-22,43613
225780,2014-01-11,42536
225780,2013-05-08,43597
225780,2016-12-25,42852
225780,2018-01-29,44162
225780,2015-10-02,44966
225780,2017-12-09,42122
225780,2012-05-13,44804
575007,2005-05-09,44135
575007,2001-08-09,42002
909978,2015-07-18,43771
909978,2016-10-21,42860
909978,2012-08-08,42234
909978,2016-10-08,44769
909978,2019-07-25,44607
909978,2014-02-18,45733
872934,2023-11-08,43050
872934,2022-06-18,41993
872934,2023-08-26,45617
872934,2023-08-31,45918
872934,2022-04-28,45520
872934,2022-10-24,45317
872934,2023-07-28,45210
872934,2023-04-01,43065
399551,2010-08-03,43838
399551,2010-06-17,45976
399551,2010-11-25,45562
399551,2010-02-10,44713
399551,2011-02-19,41793
399551,2010-08-27,44280
399551,2010-06-16,42703
399551,2010-12-17,43609
399551,2010-07-29,41952
399551,2011-01-23,43049
607873,2014-06-24,43685
607873,2014-02-23,41978
607873,2008-12-02,44505
607873,2016-10-20,44560
607873,2016-11-11,45966
653675,2007-07-14,42267
653675,2009-04-10,41752
952300,2018-04-17,42551
56563,2017-02-08,45153
484305,2021-09-10,43438
484305,2021-07-25,45321
747371,2017-06-30,41704
747371,2017-07-05,41892
747371,2017-01-26,45041
747371,2017-07-28,45426
747371,2017-08-04,45111
747371,2017-05-23,44181
512615,2006-06-10,43671
512615,2005-07-06,45113
685036,2023-06-28,45596
685036,2023-02-02,42472
685036,2023-06-19,43679
685036,2023-12-08,45164
685036,2023-08-18,45178
685036,2023-07-29,42458
685036,2023-12-22,45607
685036,2023-04-22,45956
685036,2023-08-25,42662
103954,2021-04-05,44012
103954,2022-07-16,44135
103954,2021-12-29,44648
103954,2022-09-09,42229
103954,2022-11-09,43486
103954,2015-12-16,42718
308047,2022-07-24,45589
308047,2022-09-23,43055
308047,2022-01-12,43438
308047,2021-10-07,44741
308047,2021-04-10,43588
308047,2022-05-07,42295
308047,2022-10-12,41787
308047,2023-07-04,45264
651182,2022-01-29,43847
651182,2023-02-06,45021
710838,2014-07-28,41803
710838,2015-10-23,45339
710838,2019-12-26,44963
787128,2009-04-26,45080
787128,2008-12-27,41907
787128,2022-01-20,44978
787128,2011-11-06,42328
465876,2018-02-13,43173
465876,2017-08-01,41805
3462,2008-05-11,42513
3462,2013-01-29,45775
3462,2018-12-24,44226
3462,2018-05-03,44302
3462,2013-06-11,43711
3462,2018-07-27,44660
3462,2010-12-15,41898
351377,2018-04-26,41728
351377,2012-12-29,44272
895294,2023-02-07,42681
895294,2023-01-08,45852
895294,2023-01-22,44158
895294,2023-01-24,44562
895294,2023-01-19,44306
895294,2023-01-10,45181
895294,2023-01-01,43862
695234,2019-12-21,44944
695234,2023-01-04,44133
695234,2018-01-25,45353
695234,2022-01-23,44639
695234,2021-09-15,43044
695234,2020-07-22,45123
999541,2021-05-17,41826
461792,2013-01-15,41696
11278,2021-02-03,43267
706866,2016-10-04,45870
706866,2007-04-09,43461
706866,2011-03-26,45761
706866,2005-07-14,44229
706866,2008-08-07,43517
706866,2007-09-25,45241
706866,2010-02-19,42969
706866,2005-10-24,45405
706866,2019-05-25,46034
929987,2013-08-30,45932
929987,2015-04-26,44084
341706,2018-01-05,42685
341706,2018-03-15,44648
341706,2007-06-05,45666
341706,2006-09-03,43384
341706,2017-11-18,44435
204043,2016-07-15,44460
204043,2014-08-30,42011
204043,2017-08-01,45073
204043,2014-03-04,41802
204043,2013-05-23,43355
204043,2017-09-04,45792
204043,2012-12-17,43058
224213,2023-11-21,44577
224213,2018-10-16,41865
224213,2008-07-22,41991
224213,2011-05-25,43839
224213,2021-04-26,45871
224213,2009-09-17,43765
617934,2012-05-02,43575
617934,2012-11-12,45984
617934,2006-01-17,45921
617934,2009-01-05,45352
617934,2008-06-24,44270
617934,2009-10-21,43100
617934,2011-04-05,43755
617934,2007-08-27,41675
202189,2020-03-31,42345
202189,2017-06-01,43683
202189,2001-11-21,42795
202189,2012-10-01,43934
202189,2002-04-03,43484
202189,2016-01-09,43878
202189,2018-04-04,42556
202189,2004-08-02,45016
202189,2016-07-13,42955
202189,2018-06-15,43383
854448,2022-02-24,45841
854448,2022-01-10,41981
854448,2022-02-08,42434
854448,2022-04-19,42358
854448,2022-01-01,45017
854448,2022-01-12,42734
854448,2022-01-05,42266
854448,2022-01-20,44274
13451,2015-03-12,44411
13451,2021-09-05,45584
13451,2019-02-21,43224
13451,2018-08-19,44135
13451,2020-10-16,42910
13451,2015-10-20,45811
13451,2015-12-05,42742
639128,2022-04-07,45938
639128,2021-04-01,41979
680763,2020-08-14,44648
680763,2022-03-25,45833
680763,2022-07-14,41907
453803,2015-07-28,45046
453803,2015-02-18,44067
453803,2013-11-16,44912
453803,2014-04-23,45255
453803,2013-05-22,42701
86576,2021-01-14,41856
86576,2022-05-07,44858
86576,2021-09-06,45684
260722,2004-02-24,43081
260722,2002-10-09,44367
260722,2001-08-26,41850
260722,2006-03-01,44862
260722,2004-06-16,41894
260722,2004-02-22,42094
260722,2004-05-25,44937
260722,2003-04-15,42734
809093,2013-06-12,44501
809093,2014-03-04,44968
809093,2012-08-10,42933
809093,2016-01-31,42136
809093,2013-04-05,42898
809093,2013-02-03,43799
513289,2022-10-20,41711
513289,2023-01-09,45709
513289,2022-04-13,45956
513289,2022-04-25,41681
513289,2023-05-16,45010
820294,2016-03-29,44358
869525,2021-04-13,45496
869525,2020-11-01,42636
869525,2021-07-25,45587
869525,2021-06-11,45295
869525,2021-05-15,43724
869525,2020-06-16,43470
869525,2020-07-18,42021
869525,2021-05-30,45761
348349,2016-05-17,44782
348349,2010-10-23,45176
348349,2013-01-29,42297
348349,2015-07-09,44641
348349,2018-10-30,45957
114521,2006-02-16,44965
114521,2011-11-15,42110
114521,2022-03-17,45926
114521,2003-10-25,43304
195048,2021-11-10,44640
195048,2021-04-17,45987
195048,2020-03-22,44969
195048,2016-03-18,41767
195048,2022-01-02,45465
195048,2019-08-28,42779
86652,2016-09-27,43719
890191,2023-01-12,41831
890191,2023-01-08,44780
282237,2019-08-17,45832
282237,2018-11-28,42666
282237,2018-09-29,44729
291640,2022-11-14,44735
291640,2023-07-05,45849
291640,2021-09-04,43639
291640,2023-11-20,45972
291640,2023-03-13,44696
291640,2023-07-03,42130
291640,2023-10-24,43471
291640,2021-11-06,45625
545943,2023-05-17,43215
545943,2023-01-01,43944
545943,2023-01-08,43832
261775,2013-01-03,45763
261775,2013-01-15,44638
261775,2013-01-01,45525
261775,2013-01-10,45632
261775,2013-01-04,43367
261775,2013-01-02,41902
261775,2013-01-12,43911
261775,2013-01-07,43956
261775,2013-01-13,44283
246933,2023-02-11,42764
246933,2014-10-26,41723
439790,2018-02-28,43294
439790,2006-02-22,41875
439790,2011-03-31,44532
439790,2023-04-18,44881
439790,2011-02-24,43867
439790,2015-03-23,43584
123452,2015-12-23,44546
123452,2016-11-29,46031
